Unitaere Matrix	Eine Matrix \(Q \in \mathbb{C}^{n,n}\), deren Spalten eine Orthonormalbasis bzgl. des Standardskalarprodukts des \(\mathbb{C}^{n,1}\) bilden, hei\ss t unitaere Matrix.
Unitaerer Vektorraum	Ein \(\mathbb{C}\)-Vektorraum mit einem Skalarprodukt hei\ss t unitaerer Vektorraum.
Untergruppe	Sei \((G,\oplus)\) eine Gruppe und \(H \subseteq G\). Ist \((H,\oplus)\) eine Gruppe, so nennt man \((H, \oplus)\) eine Untergruppe von \((G,\oplus)\).
Untergruppenkriterium	\((H, \oplus)\) ist genau dann eine Untergruppe der Gruppe \((G,\oplus)\), wenn Folgendes gilt: \begin{enumerate} \item \(\emptyset \neq H \subseteq G.\) \item \(a \oplus b \in H\) fuer alle \(a,b \in H.\) \item Fuer jedes \(a \in H\) ist sein inverses Element \(\tilde{a} \in H.\)  \end{enumerate}
Unterraum	Sei \((V,+,\cdot)\) ein \(K\)-Vektorraum und sei \(U \subseteq V.\) Ist \((U,+,\cdot)\) ein \(K\)-Vektorraum, so nennt man diesen einen Unterraum von \((V,+,\cdot)\).
Unterringkriterium	Sei \((R,+,*)\) ein Ring. Eine Teilmenge \(S \subseteq R\) hei\ss t Unterring von \(R\), wenn \((S,+,*)\) ein Ring ist. Dann ist \(S\) genau dann ein Unterring von \(R\), wenn gilt: \begin{enumerate} \item \(S \subseteq R,\) \item \(0_R \in S,\) \item Fuer alle \(r,s \in S\) sind \(r+s \in S\) und \(r*s \in S\), \item Fuer jedes \(r \in S\) ist \(-r \in S\). \end{enumerate}
Untervektorraumkriterium	Sei \((U,+,\cdot)\) ist genau dann ein Unterraum von \((V,+,\cdot)\), wenn folgende Eigenschaften gelten: \begin{enumerate} \item \(U \neq \emptyset\) \item \(v+w \in U\) fuer alle \(v,w \in U\) \item \(\lambda v \in U\) fuer alle \(\lambda \in K\) und \(v \in U\) \end{enumerate}
Urbild	Sind \(V\) und \(W\) zwei \(K\)-Vektorraeume und \(f \in L(V,W)\). Dann definiert man das Urbild von \(w\) in \(V\) als \[f^{-1}(w):=f^{-1}({w})=\{w \in V|f(v)=w\}.\]
Vektorprodukt/Kreuzprodukt	Das Vektorprodukt oder Kreuzprodukt im \(\mathbb{R}^{3,1}\) ist die Abbildung \[\mathbb{R}^{3,1} \times \mathbb{R}^{3,1} \rightarrow \mathbb{R}^{3,1} , \quad (v,w) \mapsto v \times w,\] mit \(v \times w := [v_2w_3-v_3w_2, v_3w_1-v_1w_3, v_1w_2-v_2w_1]^T\) fuer \(v=[v_1,v_2,v_2]^T, w=[w_1,w_2,w_3]^T \in \mathbb{R}^{3,1}\).
Vektorraum	Sei \(K\) ein Koerper. Ein Vektorraum ueber \(K\) (kurz: \(K\)-Vektorraum) ist eine Menge \(V\) mit zwei Abbildungen, \begin{description} \item[(Addition)] \(+:V \times V \rightarrow V, \quad (v,w) \mapsto v+w,\) \item[(Skalare Multiplikation)] \(\cdot :K \times V \rightarrow V, \quad (\lambda,v) \mapsto \lambda \cdot v,\)\end{description} fuer die folgende Regeln erfuellt sind: \begin{enumerate} \item \((V,+)\) ist eine kommutative Gruppe. \item Fuer alle \(v,w \in V\) und \(\lambda, \mu \in K\) gelten: \begin{enumerate} \item \(\lambda \cdot (\mu \cdot v)=(\lambda \mu) \cdot v.\) \item \(1 \cdot v = v\) \item \(\lambda \cdot (v+w)=\lambda \cdot v + \lambda \cdot w.\) \item \((\lambda + \mu) \cdot v = \lambda \cdot v + \mu \cdot v.\) \end{enumerate}\end{enumerate}
Verknuepfung	Fuer eine natuerliche Zahl \(n \in \mathbb{N}\) seien \(n\) Mengen \( A_1, \cdots, A_n\) und eine weitere Menge \(B\) gegeben. Dann bezeichnet man eine Abbildung \( \ast\) des kartesischen Produkts \(A_1 \times \cdots \times A_n\) nach \(B\) als \(n\)-stellige Verknuepfung. \[ \ast : A_1 \times \cdots \times A_n \rightarrow B, (a_1,\ldots,a_n) \mapsto \ast (a_1, \ldots, a_n)\] Anstatt \(\ast (a_1, \ldots, a_n)\) schreibt man meistens \( a_1 \ast \ldots \ast a_n\)
Vielfachheit	Seien \(p \in K[t]\) und \(\lambda \in K\) eine Nullstelle von \(p\). Dann ist die Vielfachheit der Nullstelle \(\lambda\) die eindeutig bestimmte natuerliche Zahl \(m\), so dass \(p=(t-\lambda )^m*q\) fuer ein Polynom \(q \in K[t]\) mit \(q(\lambda) \neq 0\) ist.
\(f\)-invarianter Unterraum	Sei \(V\) ein \(K\)-Vektorraum und \(\lambda \in K\) ein Eigenwert von \(f \in L(V,V)\) und \(U \subseteq V\) ein Unterraum. Gilt \(f(U) \subseteq U\), also \(f(u) \in U\) fuer alle \(u \in U\), so hei\ss t \(U\) ein \(f\)-invarianter Unterraum von \(V\).
